phonetic,head_in_shuowen,head_gloss,head_dx_fanqie,char,sw_id,relation,shuowen_gloss,daxu_fanqie,mc_bs2014,guangyun_position,mc_confidence,head_mc_bs2014,oc_bs2014,oc_bs_match,head_oc_bs2014,head_oc_bs_match,morph_relation_auto,morph_diff,src
賓,True,所敬也。从貝𡧍聲。,必鄰切,儐,5008,聲,導也。从人賓聲。,必刃切,pjinH,幫三A真去,identical_fanqie,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,䚔,5473,聲,暫見也。从見賓聲。,必刃切,pjinH,幫三A真去,identical_fanqie,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,鬢,5701,聲,頰髮也。从髟賓聲。,必刃切,pjinH,幫三A真去,identical_fanqie,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,𩴱,5805,聲,鬼皃。从鬼賓聲。,符眞切,bjin,並三A真平,initial_only,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
賓,True,所敬也。从貝𡧍聲。,必鄰切,嬪,8207,聲,服也。从女賓聲。,符眞切,bjin,並三A真平,initial_only,pjin,,not_in_bs,*pi[n],mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,䢅,1778,亦聲,早昧爽也。从𦥑从辰。辰，時也。辰亦聲。𠃨夕爲𡖊，臼辰爲䢅，皆同意。凡䢅之屬皆从䢅。,食鄰切,dzyin,常開三真平,rhyme+tone_only,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,䢈,3261,亦聲,日月合宿从辰。从會从辰，辰亦聲。,植鄰切,hwajH,匣合一泰去,no_match_first_reading,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,祳,60,聲,社肉，盛以蜃，故謂之祳。天子所以親遺同姓。从示辰聲。《春秋傳》曰：“石尚來歸祳。”,時忍切,dzyinX,常開三真上,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,唇,911,聲,驚也。从口辰聲。,側鄰切,tsyin,章開三真平,rhyme+tone_only,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,䟴,1370,聲,動也。从足辰聲。,側鄰切,tsyinH,章開三真去,no_match_first_reading,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,脣,2592,聲,口耑也。从肉辰聲。,食倫切,zywin,船合三真平,identical_fanqie,dzyin,*sə.dur,mc_match,*[d]ər,mc_match,V,"pre,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,賑,3926,聲,富也。从貝辰聲。,之忍切,tsyinX,章開三真上,initial+rhyme+tone,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,曟,4289,聲,房星；爲民田時者。从晶辰聲。,植鄰切,,,none,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,宸,4544,聲,屋宇也。从宀辰聲。,植鄰切,dzyin,常開三真平,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,侲,5172,聲,僮子也。从人辰聲。,章刃切,tsyinH,章開三真去,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,屒,5390,聲,伏皃。从尸辰聲。一曰屋宇。,珍忍切,trinX,知開三真上,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,㰮,5541,聲,指而笑也。从欠辰聲。讀若蜃。,時忍切,dzyinX,常開三真上,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,麎,6240,聲,牝麋也。从鹿辰聲。,植鄰切,dzyin,常開三真平,identical_fanqie,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,震,7493,聲,劈歴，振物者。从雨辰聲。《春秋傳》曰：“震夷伯之廟。”,章刃切,tsyinH,章開三真去,identical_fanqie,dzyin,*tər-s,mc_match,*[d]ər,mc_match,O,"ini,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,振,7923,聲,舉救也。从手辰聲。一曰奮也。,章刃切,tsyinH,章開三真去,identical_fanqie,dzyin,*tər-s,mc_match,*[d]ər,mc_match,O,"ini,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,娠,8094,聲,女妊身動也。从女辰聲。《春秋傳》曰：“后緡方娠。”一曰宮婢女隸謂之娠。,失人切,syin,書開三真平,identical_fanqie,dzyin,*s-tər,mc_match,*[d]ər,mc_match,O,"pre,ini;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,蜃,8856,聲,雉入海，化爲蜃。从虫辰聲。,時忍切,dzyinX,常開三真上,identical_fanqie,dzyin,*[d]ərʔ,mc_match,*[d]ər,mc_match,R,suf;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辰,True,震也。三月，陽气動，靁電振，民農時也。物皆生，从乙、匕，象芒達；厂，聲也。辰，房星，天時也。从二，二，古文上字。凡辰之屬皆从辰。,植鄰切,陙,9660,聲,水𨸏也。从𨸏辰聲。,食倫切,dzywin,常合三真平,rhyme+tone_only,dzyin,,not_in_bs,*[d]ər,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
辵,True,乍行乍止也。从彳从止。凡辵之屬皆从辵。讀若《春秋公羊傳》曰“辵階而走”。,丑略切,迹,1092,亦聲,步處也。从辵亦聲。,資昔切,tsjek,精開三清入,identical_fanqie,trhjak,*[ts]ek,mc_match,,not_in_bs,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
迷,True,或也。从辵米聲。,莫兮切,謎,1724,亦聲,隱語也。从言、迷，迷亦聲。,莫計切,mejH,明四齊去,identical_fanqie,mej,,not_in_bs,*mˤij,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
鄉,False,,,饗,3218,亦聲,鄉人飲酒也。从食从鄉，鄉亦聲。,許兩切,xjangX,曉開三C陽上,identical_fanqie,xjang,*qʰaŋʔ,mc_match,*qʰaŋ,mc_match,R,suf,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
鄉,False,,,薌,694,聲,榖气也。从艸鄉聲。,許良切,xjang,曉開三C陽平,identical_fanqie,xjang,*qʰaŋ,mc_match,*qʰaŋ,mc_match,I,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
鄉,False,,,響,1732,聲,聲也。从音鄉聲。,許兩切,xjangX,曉開三C陽上,identical_fanqie,xjang,*qʰaŋʔ,mc_match,*qʰaŋ,mc_match,R,suf,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
鄉,False,,,曏,4212,聲,不久也。从日鄉聲。《春秋傳》曰：“曏役之三月。”,許兩切,xjangX,曉開三C陽上,identical_fanqie,xjang,*n̥aŋʔ,mc_match,*qʰaŋ,mc_match,O2,"ini,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
鄉,False,,,蠁,8749,聲,知聲蟲也。从虫鄉聲。,許兩切,xjangX,曉開三C陽上,identical_fanqie,xjang,,not_in_bs,*qʰaŋ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
酉,True,就也。八月黍成，可爲酎酒。象古文酉之形。凡酉之屬皆从酉。,與久切,酒,9758,亦聲,就也，所以就人性之善惡。从水从酉，酉亦聲。一曰造也，吉凶所造也。 古者儀狄作酒醪，禹嘗之而美，遂䟽儀狄。杜康作秫酒。,子酉切,tsjuwX,精三尤上,identical_fanqie,yuwX,*tsuʔ,mc_match,*N-ruʔ,mc_match,O,"pre,ini",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
酉,True,就也。八月黍成，可爲酎酒。象古文酉之形。凡酉之屬皆从酉。,與久切,逎,1178,聲,迫也。从辵酉聲。,字秋切,tsjuw,精三尤平,rhyme+tone_only,yuwX,,not_in_bs,*N-ruʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
酉,True,就也。八月黍成，可爲酎酒。象古文酉之形。凡酉之屬皆从酉。,與久切,𤍕,3798,聲,積火燎之也。从木从火，酉聲。《詩》曰：“薪之槱之。”《周禮》：“以槱燎祠司中、司命。”,余救切,,,none,yuwX,,not_in_bs,*N-ruʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
酉,True,就也。八月黍成，可爲酎酒。象古文酉之形。凡酉之屬皆从酉。,與久切,醜,5806,聲,可惡也。从鬼酉聲。,昌九切,tsyhuwX,昌三尤上,identical_fanqie,yuwX,*t.qʰuʔ,mc_match,*N-ruʔ,mc_match,O2,"pre,ini",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
酉,True,就也。八月黍成，可爲酎酒。象古文酉之形。凡酉之屬皆从酉。,與久切,庮,5933,聲,久屋朽木。从广酉聲。《周禮》曰：“牛夜鳴則𢉷。”臭如朽木。,與久切,yuwX,以三尤上,identical_fanqie,yuwX,,not_in_bs,*N-ruʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,𤟟,6283,亦聲,竇中犬聲。从犬从音，音亦聲。,乙咸切,'eam,影開二咸平,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,喑,798,聲,宋齊謂兒泣不止曰喑。从口音聲。,於今切,'im,影開三B侵平,initial+rhyme+tone,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,諳,1707,聲,悉也。从言音聲。,烏含切,'om,影開一覃平,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,暗,4205,聲,日無光也。从日音聲。,烏紺切,'omH,影開一覃去,identical_fanqie,'im,*qˤum-s,mc_match,*[q](r)əm,mc_match,V,"phar,med,v,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,窨,4614,聲,地室。从穴音聲。,於禁切,'imH,影開三B侵去,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,瘖,4702,聲,不能言也。从疒音聲。,於今切,'im,影開三B侵平,initial+rhyme+tone,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,罯,4821,聲,覆也。从网音聲。,烏感切,'omX,影開一覃上,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,歆,5561,聲,神食气也。从欠音聲。,許今切,xim,曉開三B侵平,initial+rhyme+tone,'im,*[qʰ](r)əm,mc_match,*[q](r)əm,mc_match,O,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,黯,6511,聲,深黑也。从黑音聲。,乙減切,'eamX,影開二咸上,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,湆,7309,聲,幽溼也。从水音聲。,去急切,khip,溪開三B侵入,identical_fanqie,'im,*[kʰ](r)[ə]p,mc_match,*[q](r)əm,mc_match,C,"ini,coda;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
音,True,聲也。生於心，有節於外，謂之音。宮商角徵羽，聲；絲竹金石匏土革木，音也。从言含一。凡音之屬皆从音。,於今切,闇,7732,聲,閉門也。从門音聲。,烏紺切,'omH,影開一覃去,identical_fanqie,'im,,not_in_bs,*[q](r)əm,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
頃,True,頭不正也。从匕从頁。,去營切,傾,5030,亦聲,仄也。从人从頃，頃亦聲。,去營切,khjwieng,溪合三A清平,identical_fanqie,khjwieng,*[k]ʷʰeŋ,mc_match,*[k]ʷʰeŋʔ,single_reading,R,suf;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
頃,True,頭不正也。从匕从頁。,去營切,𨻺,9605,亦聲,仄也。从𨸏从頃，頃亦聲。,去營切,,,none,khjwieng,,not_in_bs,*[k]ʷʰeŋʔ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
頃,True,頭不正也。从匕从頁。,去營切,穎,4384,聲,禾末也。从禾頃聲。《詩》曰：“禾穎穟穟。”,余頃切,ywengX,以合三清上,initial+rhyme+tone,khjwieng,*[ɢ]ʷeŋʔ,mc_match,*[k]ʷʰeŋʔ,single_reading,O,ini;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
頃,True,頭不正也。从匕从頁。,去營切,熲,6405,聲,火光也。从火頃聲。,古迥切,kwengX,見合四青上,identical_fanqie,khjwieng,,not_in_bs,*[k]ʷʰeŋʔ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
頃,True,頭不正也。从匕从頁。,去營切,潁,7025,聲,水。出潁川陽城乾山，東入淮。从水頃聲。豫州浸。,余頃切,ywengX,以合三清上,initial+rhyme+tone,khjwieng,,not_in_bs,*[k]ʷʰeŋʔ,single_reading,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
食,True,一米也。从皀亼聲。或說亼皀也。凡食之屬皆从食。,乘力切,𧐂,8850,亦聲,敗創也。从虫、人、食，食亦聲。,乘力切,,,none,zyik,,not_in_bs,*mə-lək,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
食,True,一米也。从皀亼聲。或說亼皀也。凡食之屬皆从食。,乘力切,飾,4876,聲,㕞也。从巾从人，食聲。讀若式。一曰襐飾。,賞隻切,syik,書開三蒸入,initial_only,zyik,*l̥ək,mc_match,*mə-lək,mc_match,O,"pre,ini",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
食,True,一米也。从皀亼聲。或說亼皀也。凡食之屬皆从食。,乘力切,飭,9202,聲,致堅也。从人从力，食聲。讀若敕。,恥力切,trhik,徹開三蒸入,identical_fanqie,zyik,,not_in_bs,*mə-lək,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
骨,True,肉之覈也。从冎有肉。凡骨之屬皆从骨。,古忽切,䶤,1318,亦聲,齧骨聲。从齒从骨，骨亦聲。,戶八切,,,none,kwot,,not_in_bs,*kˤut,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
骨,True,肉之覈也。从冎有肉。凡骨之屬皆从骨。,古忽切,尳,6596,亦聲,厀病也。从尣从骨，骨亦聲。,戶骨切,hwot,匣合一魂入,identical_fanqie,kwot,,not_in_bs,*kˤut,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
